"Notes"	"Ten-Year Age Groups"	"Ten-Year Age Groups Code"	"Year"	"Year Code"	Deaths	Population	Crude Rate
	"35-44 years"	"35-44"	"2002"	"2002"	303	117972	256.8
	"35-44 years"	"35-44"	"2003"	"2003"	277	115308	240.2
	"35-44 years"	"35-44"	"2004"	"2004"	295	112993	261.1
	"35-44 years"	"35-44"	"2005"	"2005"	278	110456	251.7
	"35-44 years"	"35-44"	"2006"	"2006"	262	91138	287.5
	"35-44 years"	"35-44"	"2007"	"2007"	217	89123	243.5
	"35-44 years"	"35-44"	"2008"	"2008"	213	86794	245.4
	"35-44 years"	"35-44"	"2009"	"2009"	175	84376	207.4
	"35-44 years"	"35-44"	"2010"	"2010"	168	83313	201.6
	"35-44 years"	"35-44"	"2011"	"2011"	194	82059	236.4
	"35-44 years"	"35-44"	"2012"	"2012"	173	81495	212.3
	"35-44 years"	"35-44"	"2013"	"2013"	204	81805	249.4
	"35-44 years"	"35-44"	"2014"	"2014"	176	81923	214.8
	"35-44 years"	"35-44"	"2015"	"2015"	184	82016	224.3
	"35-44 years"	"35-44"	"2016"	"2016"	175	82484	212.2
	"35-44 years"	"35-44"	"2017"	"2017"	207	83203	248.8
	"35-44 years"	"35-44"	"2018"	"2018"	210	84132	249.6
"Total"	"35-44 years"	"35-44"			4580	1920151	238.5
	"45-54 years"	"45-54"	"1999"	"1999"	484	110773	436.9
	"45-54 years"	"45-54"	"2000"	"2000"	487	113227	430.1
	"45-54 years"	"45-54"	"2001"	"2001"	548	117075	468.1
	"45-54 years"	"45-54"	"2002"	"2002"	576	117364	490.8
	"45-54 years"	"45-54"	"2003"	"2003"	557	118383	470.5
	"45-54 years"	"45-54"	"2004"	"2004"	574	119623	479.8
	"45-54 years"	"45-54"	"2005"	"2005"	580	120735	480.4
	"45-54 years"	"45-54"	"2006"	"2006"	512	104625	489.4
	"45-54 years"	"45-54"	"2007"	"2007"	502	105018	478.0
	"45-54 years"	"45-54"	"2008"	"2008"	512	105051	487.4
	"45-54 years"	"45-54"	"2009"	"2009"	509	104923	485.1
	"45-54 years"	"45-54"	"2010"	"2010"	468	104510	447.8
	"45-54 years"	"45-54"	"2011"	"2011"	492	102765	478.8
	"45-54 years"	"45-54"	"2012"	"2012"	470	100491	467.7
	"45-54 years"	"45-54"	"2013"	"2013"	458	98537	464.8
	"45-54 years"	"45-54"	"2014"	"2014"	464	96517	480.7
	"45-54 years"	"45-54"	"2015"	"2015"	420	94705	443.5
	"45-54 years"	"45-54"	"2016"	"2016"	441	92712	475.7
	"45-54 years"	"45-54"	"2017"	"2017"	420	90150	465.9
	"45-54 years"	"45-54"	"2018"	"2018"	392	87185	449.6
"Total"	"45-54 years"	"45-54"			9866	2104369	468.8
	"55-64 years"	"55-64"	"1999"	"1999"	727	71124	1022.2
	"55-64 years"	"55-64"	"2000"	"2000"	806	71670	1124.6
	"55-64 years"	"55-64"	"2001"	"2001"	818	74053	1104.6
	"55-64 years"	"55-64"	"2002"	"2002"	809	79438	1018.4
	"55-64 years"	"55-64"	"2003"	"2003"	842	83894	1003.6
	"55-64 years"	"55-64"	"2004"	"2004"	797	87603	909.8
	"55-64 years"	"55-64"	"2005"	"2005"	901	91263	987.3
	"55-64 years"	"55-64"	"2006"	"2006"	770	81710	942.4
	"55-64 years"	"55-64"	"2007"	"2007"	826	84362	979.1
	"55-64 years"	"55-64"	"2008"	"2008"	800	86582	924.0
	"55-64 years"	"55-64"	"2009"	"2009"	777	89606	867.1
	"55-64 years"	"55-64"	"2010"	"2010"	852	92052	925.6
	"55-64 years"	"55-64"	"2011"	"2011"	851	96021	886.3
	"55-64 years"	"55-64"	"2012"	"2012"	894	96528	926.2
	"55-64 years"	"55-64"	"2013"	"2013"	912	98036	930.3
	"55-64 years"	"55-64"	"2014"	"2014"	966	99281	973.0
	"55-64 years"	"55-64"	"2015"	"2015"	912	100741	905.3
	"55-64 years"	"55-64"	"2016"	"2016"	1008	101227	995.8
	"55-64 years"	"55-64"	"2017"	"2017"	983	101094	972.4
	"55-64 years"	"55-64"	"2018"	"2018"	893	100164	891.5
"Total"	"55-64 years"	"55-64"			17144	1786449	959.7
	"65-74 years"	"65-74"	"1999"	"1999"	1594	56414	2825.5
	"65-74 years"	"65-74"	"2000"	"2000"	1505	55683	2702.8
	"65-74 years"	"65-74"	"2001"	"2001"	1404	54264	2587.4
	"65-74 years"	"65-74"	"2002"	"2002"	1311	53162	2466.0
	"65-74 years"	"65-74"	"2003"	"2003"	1383	52425	2638.1
	"65-74 years"	"65-74"	"2004"	"2004"	1277	51937	2458.7
	"65-74 years"	"65-74"	"2005"	"2005"	1263	51886	2434.2
	"65-74 years"	"65-74"	"2006"	"2006"	1009	45174	2233.6
	"65-74 years"	"65-74"	"2007"	"2007"	1023	46544	2197.9
	"65-74 years"	"65-74"	"2008"	"2008"	1121	48792	2297.5
	"65-74 years"	"65-74"	"2009"	"2009"	1064	50791	2094.9
	"65-74 years"	"65-74"	"2010"	"2010"	1113	52488	2120.5
	"65-74 years"	"65-74"	"2011"	"2011"	1099	54794	2005.7
	"65-74 years"	"65-74"	"2012"	"2012"	1203	59326	2027.8
	"65-74 years"	"65-74"	"2013"	"2013"	1178	62451	1886.3
	"65-74 years"	"65-74"	"2014"	"2014"	1235	65645	1881.3
	"65-74 years"	"65-74"	"2015"	"2015"	1202	68495	1754.9
	"65-74 years"	"65-74"	"2016"	"2016"	1282	71435	1794.6
	"65-74 years"	"65-74"	"2017"	"2017"	1369	74316	1842.1
	"65-74 years"	"65-74"	"2018"	"2018"	1472	76267	1930.1
"Total"	"65-74 years"	"65-74"			25107	1152289	2178.9
	"75-84 years"	"75-84"	"1999"	"1999"	2287	37489	6100.5
	"75-84 years"	"75-84"	"2000"	"2000"	2279	38016	5994.8
	"75-84 years"	"75-84"	"2001"	"2001"	2323	38996	5957.0
	"75-84 years"	"75-84"	"2002"	"2002"	2384	39887	5976.9
	"75-84 years"	"75-84"	"2003"	"2003"	2361	40365	5849.1
	"75-84 years"	"75-84"	"2004"	"2004"	2437	40707	5986.7
	"75-84 years"	"75-84"	"2005"	"2005"	2487	40509	6139.4
	"75-84 years"	"75-84"	"2006"	"2006"	1941	33880	5729.0
	"75-84 years"	"75-84"	"2007"	"2007"	1856	33909	5473.5
	"75-84 years"	"75-84"	"2008"	"2008"	1942	33581	5783.0
	"75-84 years"	"75-84"	"2009"	"2009"	1748	32952	5304.7
	"75-84 years"	"75-84"	"2010"	"2010"	1740	32721	5317.7
	"75-84 years"	"75-84"	"2011"	"2011"	1758	32316	5440.0
	"75-84 years"	"75-84"	"2012"	"2012"	1673	32178	5199.2
	"75-84 years"	"75-84"	"2013"	"2013"	1624	31940	5084.5
	"75-84 years"	"75-84"	"2014"	"2014"	1635	32159	5084.1
	"75-84 years"	"75-84"	"2015"	"2015"	1570	32576	4819.5
	"75-84 years"	"75-84"	"2016"	"2016"	1514	33192	4561.3
	"75-84 years"	"75-84"	"2017"	"2017"	1679	34219	4906.6
	"75-84 years"	"75-84"	"2018"	"2018"	1671	36227	4612.6
"Total"	"75-84 years"	"75-84"			38909	707819	5497.0
	"85+ years"	"85+"	"1999"	"1999"	1988	11650	17064.4
	"85+ years"	"85+"	"2000"	"2000"	2000	11902	16803.9
	"85+ years"	"85+"	"2001"	"2001"	1906	12002	15880.7
	"85+ years"	"85+"	"2002"	"2002"	2069	12056	17161.6
	"85+ years"	"85+"	"2003"	"2003"	1991	12142	16397.6
	"85+ years"	"85+"	"2004"	"2004"	1991	12212	16303.6
	"85+ years"	"85+"	"2005"	"2005"	2280	12681	17979.7
	"85+ years"	"85+"	"2006"	"2006"	1563	11212	13940.4
	"85+ years"	"85+"	"2007"	"2007"	1646	11941	13784.4
	"85+ years"	"85+"	"2008"	"2008"	1794	12576	14265.3
	"85+ years"	"85+"	"2009"	"2009"	1879	13183	14253.2
	"85+ years"	"85+"	"2010"	"2010"	2016	13453	14985.5
	"85+ years"	"85+"	"2011"	"2011"	2021	14288	14144.7
	"85+ years"	"85+"	"2012"	"2012"	2233	14696	15194.6
	"85+ years"	"85+"	"2013"	"2013"	2209	15194	14538.6
	"85+ years"	"85+"	"2014"	"2014"	2197	15383	14282.0
	"85+ years"	"85+"	"2015"	"2015"	2166	15450	14019.4
	"85+ years"	"85+"	"2016"	"2016"	2197	15583	14098.7
	"85+ years"	"85+"	"2017"	"2017"	2303	15585	14777.0
	"85+ years"	"85+"	"2018"	"2018"	2249	15628	14390.8
"Total"	"85+ years"	"85+"			40698	268817	15139.7
"Total"					141867	13637552	1040.3
"---"
"Dataset: Underlying Cause of Death, 1999-2018"
"Query Parameters:"
"Hispanic Origin: Not Hispanic or Latino"
"Race: White"
"States: Jefferson Parish, LA (22051); Orleans Parish, LA (22071); Plaquemines Parish, LA (22075); St. Bernard Parish, LA"
"(22087); St. Charles Parish, LA (22089); St. James Parish, LA (22093); St. John the Baptist Parish, LA (22095); St. Tammany"
"Parish, LA (22103)"
"Group By: Ten-Year Age Groups; Year"
"Show Totals: True"
"Show Zero Values: False"
"Show Suppressed: False"
"Calculate Rates Per: 100,000"
"Rate Options: Default intercensal populations for years 2001-2009 (except Infant Age Groups)"
"---"
"Help: See http://wonder.cdc.gov/wonder/help/ucd.html for more information."
"---"
"Query Date: Mar 6, 2020 11:31:57 AM"
"---"
"Suggested Citation: Centers for Disease Control and Prevention, National Center for Health Statistics. Underlying Cause of Death"
"1999-2018 on CDC WONDER Online Database, released in 2020. Data are from the Multiple Cause of Death Files, 1999-2018, as"
"compiled from data provided by the 57 vital statistics jurisdictions through the Vital Statistics Cooperative Program. Accessed"
"at http://wonder.cdc.gov/ucd-icd10.html on Mar 6, 2020 11:31:57 AM"
"---"
Messages:
"1. Rows with suppressed Deaths are hidden, but the Deaths and Population values in those rows are included in the totals. Use"
"Quick Options above to show suppressed rows."
"---"
Caveats:
"1. As of April 3, 2017, the underlying cause of death has been revised for 125 deaths in 2014. More information:"
"http://wonder.cdc.gov/wonder/help/ucd.html#2014-Revision."
"2. Data are Suppressed when the data meet the criteria for confidentiality constraints. More information:"
"http://wonder.cdc.gov/wonder/help/ucd.html#Assurance of Confidentiality."
"3. Death rates are flagged as Unreliable when the rate is calculated with a numerator of 20 or less. More information:"
"http://wonder.cdc.gov/wonder/help/ucd.html#Unreliable."
"4. Deaths of persons with Age ""Not Stated"" are included in ""All"" counts and rates, but are not distributed among age groups,"
"so are not included in age-specific counts, age-specific rates or in any age-adjusted rates. More information:"
"http://wonder.cdc.gov/wonder/help/ucd.html#Not Stated."
"5. Deaths of persons with Hispanic origin ""Not Stated"" are included in ""All"" counts and rates, but are not distributed among"
"Hispanic Origin groups, so are not included in the Hispanic Origin specific counts and rates. More information:"
"http://wonder.cdc.gov/wonder/help/ucd.html#Not Stated."
"6. Information included on the death certificate about the race and Hispanic ethnicity of the decedent is reported by the"
"funeral director as provided by an informant, often the surviving next of kin, or, in the absence of an informant, on the basis"
"of observation. Race and ethnicity information from the census is by self-report. To the extent that race and Hispanic origin"
"are inconsistent between these two data sources, death rates will be biased. More information:"
"http://wonder.cdc.gov/wonder/help/ucd.html#Racial Differences."
"7. The population figures for year 2018 are bridged-race estimates of the July 1 resident population, from the Vintage 2018"
"postcensal series released by NCHS on June 25, 2019. The population figures for year 2017 are bridged-race estimates of the July"
"1 resident population, from the Vintage 2017 postcensal series released by NCHS on June 27, 2018. The population figures for"
"year 2016 are bridged-race estimates of the July 1 resident population, from the Vintage 2016 postcensal series released by NCHS"
"on June 26, 2017. The population figures for year 2015 are bridged-race estimates of the July 1 resident population, from the"
"Vintage 2015 postcensal series released by NCHS on June 28, 2016. The population figures for year 2014 are bridged-race"
"estimates of the July 1 resident population, from the Vintage 2014 postcensal series released by NCHS on June 30, 2015. The"
"population figures for year 2013 are bridged-race estimates of the July 1 resident population, from the Vintage 2013 postcensal"
"series released by NCHS on June 26, 2014. The population figures for year 2012 are bridged-race estimates of the July 1 resident"
"population, from the Vintage 2012 postcensal series released by NCHS on June 13, 2013. The population figures for year 2011 are"
"bridged-race estimates of the July 1 resident population, from the Vintage 2011 postcensal series released by NCHS on July 18,"
"2012. Population figures for 2010 are April 1 Census counts. The population figures for years 2001 - 2009 are bridged-race"
"estimates of the July 1 resident population, from the revised intercensal county-level 2000 - 2009 series released by NCHS on"
"October 26, 2012. Population figures for 2000 are April 1 Census counts. Population figures for 1999 are from the 1990-1999"
"intercensal series of July 1 estimates. Population figures for the infant age groups are the number of live births."
"<br/><b>Note:</b> Rates and population figures for years 2001 - 2009 differ slightly from previously published reports, due to"
"use of the population estimates which were available at the time of release."
"8. The population figures used in the calculation of death rates for the age group 'under 1 year' are the estimates of the"
"resident population that is under one year of age. More information: http://wonder.cdc.gov/wonder/help/ucd.html#Age Group."
